Port,Reference,Port(s),Protocol,Service,Details,Source
6667,https://www.speedguide.net/port.php?port=6667,6665-6669,tcp,ircu,IRCU,IANA
6667,https://www.speedguide.net/port.php?port=6667,6665-6669,udp,,Reserved,IANA
6666,https://www.speedguide.net/port.php?port=6666,6666,"tcp,udp",irc,"IRC (Internet Relay Chat)



Some TechniColor routers allow for SSH connections on this port using root/root as login.



Many trojans/backdoors also use this port: Dark Connection Inside, Dark FTP, Host Control, NetBus worm , ScheduleAgent, SubSeven,  Trinity, WinSatan, Vampire, TCPshell.c.

Backdoor.IRC.Flood [Symantec-2001-080313-3306-99]

Backdoor.Hacarmy.E [Symantec-2004-101417-2331-99]

W32.Spybot.EAS [Symantec-2004-093016-3632-99] - DDoS and backdoor capabilities, also attempts to steal confidential info. Uses port 6667/tcp.

Backdoor.Sdbot.AC [Symantec-2004-100415-4933-99] - backdoor trojan, uses port 6667/tcp.

Backdoor.Sdbot.AF [Symantec-2004-111811-0117-99] - backdoor trojan, uses port 6667/tcp.

Backdoor.Alnica [Symantec-2004-110315-5443-99] - backdoor trojan, uses port 6667/tcp to connect to IRC, also sends ICQ messages.

Backdoor.Maxload [Symantec-2004-110420-4659-99] - backdoor trojan, affects Linux and Unix computers ! Attempts to connect to IRC servers on port 6667/tcp.

Backdoor.Hacarmy.E [Symantec-2004-101417-2331-99] - backdoor trojan, uses port 6667/tcp.

Backdoor.Hacarmy.F [Symantec-2004-110511-0258-99] - backdoor trojan, connects to IRC servers on port 6667/tcp.

W32.Bofra.A@mm [Symantec-2004-110916-0038-99] - uses ports 1639 and 6667/tcp.

W32.Bofra.E@mm [Symantec-2004-111213-5143-99] - a mass-mailing worm, runs a HTTP server on port 1639/tcp, attempts to connect to IRC servers on port 6667/tcp.

W32.Cissi.W [Symantec-2005-012811-2022-99] - IRC bot worm with backdoor capabilities. Uses port 6667, propagates through network shares.

Backdoor.Lateda.B [Symantec-2005-011714-4950-99] - backdoor trojan with remote access capabilities. Connects to an IRC server on port 6667, opens a backdoor on port 9999/tcp.

W32.Linkbot.M [Symantec-2005-052109-2651-99] - opens a backdoor on port 6667/tcp. Also listens on port 113/tcp.

W32.Zotob.D [Symantec-2005-081609-4733-99] - a worm that opens a backdoor and exploits the MS Plug and Play Buffer Overflow vulnerability (MS Security Bulletin [MS05-039]) on port 445/tcp. Conects to IRC servers to listen for remote commands on port 6667/tcp. Also opens an FTP server on port 1117/tcp.

W32.Zotob.H [Symantec-2005-081717-2017-99] - a worm that opens a backdoor and exploits the MS Plug and Play Buffer Overflow vulnerability ([MS05-039]) on port 445/tcp.  It runs and spreads using all current Windows versions, but only infects Windows 2000. The worm connects to IRC servers and listens for remote commands on port 6667/tcp. It opens port 69/udp to initiate TFTP transfers. It also opens a backdoor on remote compromised computers on port 8563/tcp.



Verint 5620PTZ Verint_FW_0_42 and Verint 4320 V4320_FW_0_23, and V4320_FW_0_31 units feature an autodiscovery service implemented in the binary executable '/usr/sbin/DM' that listens on port TCP 6666. The service is vulnerable to a stack buffer overflow. It is worth noting that this service does not require any authentication.

References: [CVE-2020-24055]



Backdoor.Win32.FTP.Lana.01.d / Weak Hardcoded Password - The malware listens on TCP port 6666. The credentials ""user"" and ""pass"" are weak and stored in plaintext with the executable.

References: [MVID-2022-0468]



Backdoor.Win32.FTP.Lana.01.d / Port Bounce Scan (MITM) - the malware listens on TCP port 6666. Third-party intruders who successfully logon can abuse the backdoor FTP server as a man-in-the-middle machine allowing PORT Command bounce scan attacks using Nmap. This vulnerability allows remote attackers to abuse your system and discreetly conduct network port scanning. Victims will then think these scans are originating from the infected system running the afflicted malware FTP Server and not you.

References: [MVID-2022-0469]



Backdoor.Win32.Kilo.016 / Denial of Service (UDP Datagram) - the malware listens on TCP ports 6712, 6713, 6714, 6715, 7722, 15206, 15207, 16712 and UDP 6666. Attackers who can reach an infected host can send a large payload to UDP port 6666 causing a disruption in service.

References: [MVID-2022-0546]",SG
6666,https://www.speedguide.net/port.php?port=6666,6666,tcp,trojan,"AL-Bareki, KiLo, SpArTa",Trojans
6666,https://www.speedguide.net/port.php?port=6666,6666,udp,trojan,KiLo,Trojans
6666,https://www.speedguide.net/port.php?port=6666,6666,tcp,DarkConnectionInside,[trojan] Dark Connection Inside,SANS
6666,https://www.speedguide.net/port.php?port=6666,6666,tcp,DarkConnection,[trojan] Dark Connection,SANS
6666,https://www.speedguide.net/port.php?port=6666,6666,tcp,irc-serv,internet relay chat server,SANS
6666,https://www.speedguide.net/port.php?port=6666,6666,tcp,ircu,IRCU,SANS
6666,https://www.speedguide.net/port.php?port=6666,6666,tcp,NetBusworm,[trojan] NetBus worm,SANS
6666,https://www.speedguide.net/port.php?port=6666,6666,tcp,TCPShell.c,[trojan] TCPShell.c,SANS
6666,https://www.speedguide.net/port.php?port=6666,"666,620,013","tcp,udp",applications,Dark and Light,Portforward
6666,https://www.speedguide.net/port.php?port=6666,"22,136,666","tcp,udp",applications,KALI,Portforward
6666,https://www.speedguide.net/port.php?port=6666,6666,tcp,irc,internet relay chat server,Nmap
6666,https://www.speedguide.net/port.php?port=6666,6666,tcp,threat,AltaVista Tunnel server also uses this port.,Bekkoame
6666,https://www.speedguide.net/port.php?port=6666,6666,tcp,threat,BAT.Boohoo.Worm,Bekkoame
6666,https://www.speedguide.net/port.php?port=6666,6666,tcp,threat,Foobot,Bekkoame
6666,https://www.speedguide.net/port.php?port=6666,6666,tcp,threat,"Many sites running ""napster"" may use this port.",Bekkoame
6666,https://www.speedguide.net/port.php?port=6666,6666,tcp,threat,Script kiddies trying to compromise Real Server servers might mistakenly use this port.,Bekkoame
6666,https://www.speedguide.net/port.php?port=6666,6666,tcp,threat,W32.HLLW.Warpigs,Bekkoame
6666,https://www.speedguide.net/port.php?port=6666,6666,udp,threat,Kali uses UDP 6666.,Bekkoame
6666,https://www.speedguide.net/port.php?port=6666,6665-6669,tcp,,Internet Relay Chat (official),Wikipedia
6666,https://www.speedguide.net/port.php?port=6666,6665-6669,tcp,ircu,IRCU,IANA
6666,https://www.speedguide.net/port.php?port=6666,6665-6669,udp,,Reserved,IANA
6664,https://www.speedguide.net/port.php?port=6664,6664,tcp,applications,"Internet Relay Chat



W32.Zotob.K trojan [Symantec-2005-082415-0814-99] exploits Windows vulnerabilities on port 445, opens UDP port 69 for TFTP, listens to TCP ports 6664 and 8172.",SG
6664,https://www.speedguide.net/port.php?port=6664,6660-6664,tcp,,Internet Relay Chat (unofficial),Wikipedia
6664,https://www.speedguide.net/port.php?port=6664,6664,tcp,threat,W32.Zotob,Bekkoame
6664,https://www.speedguide.net/port.php?port=6664,6664,tcp,threat,Futro,Bekkoame
6664,https://www.speedguide.net/port.php?port=6664,6658-6664,"tcp,udp",,Unassigned. Unauthorized Use Known on Port 6659,IANA
6663,https://www.speedguide.net/port.php?port=6663,6663,tcp,trojans,"W32.Mytob.GA@mm [Symantec-2005-062409-5944-99] (2005.06.24) - mass-mailing worm that opens a backdoor and listens for remote commands on port 6663/tcp.



Port also used by the W32.Mytob.HM@mm [Symantec-2005-071400-1143-99] variant of the worm.



Internet Relay Chat also uses this port.",SG
6663,https://www.speedguide.net/port.php?port=6663,6663,tcp,threat,W32.Mytob,Bekkoame
6663,https://www.speedguide.net/port.php?port=6663,6660-6664,tcp,,Internet Relay Chat (unofficial),Wikipedia
6663,https://www.speedguide.net/port.php?port=6663,6658-6664,"tcp,udp",,Unassigned. Unauthorized Use Known on Port 6659,IANA
6661,https://www.speedguide.net/port.php?port=6661,6661,tcp,applications,"Internet Relay Chat



BigAnt IM Sever is vulnerable to a stack-based buffer overflow, caused by improper bounds checking when processing TCP requests by AntServer.exe. By sending a specially-crafted DDNF command containing an overly long string to TCP port 6661, a remote attacker could overflow a buffer and execute arbitrary code on the system or cause the application to crash.

References: [XFDB-83351], [EDB-24943]



Trojans using this port: Weia-Meia, TEMan",SG
6661,https://www.speedguide.net/port.php?port=6661,6661,tcp,trojan,[trojan] Weia-Meia,Trojans
6661,https://www.speedguide.net/port.php?port=6661,6661,tcp,TEMan,[trojan] TEMan,SANS
6661,https://www.speedguide.net/port.php?port=6661,6661,tcp,Weia-Meia,[trojan] Weia-Meia,SANS
6661,https://www.speedguide.net/port.php?port=6661,6660-6664,tcp,,Internet Relay Chat (unofficial),Wikipedia
6661,https://www.speedguide.net/port.php?port=6661,6658-6664,"tcp,udp",,Unassigned. Unauthorized Use Known on Port 6659,IANA
6660,https://www.speedguide.net/port.php?port=6660,6660,tcp,trojans,"W32.Spybot.OBZ [Symantec-2005-042413-0059-99] (2005.04.24) - worm with DDoS and backdoor capabilities. Exploits multiple vulnerabilities, spreads through network shares. Opens a backdoor on port 6660/tcp.



Internet Relay Chat (IRC)



LameSpy trojan also uses this port.



Stack-based buffer overflow in the AntServer Module (AntServer.exe) in BigAnt IM Server 2.50 allows remote attackers to execute arbitrary code via a long GET request to TCP port 6660.

References: [CVE-2009-4660], [BID-36407]",SG
6660,https://www.speedguide.net/port.php?port=6660,6660-6664,tcp,,Internet Relay Chat (unofficial),Wikipedia
6660,https://www.speedguide.net/port.php?port=6660,"80, 3783, 4321, 6660-6669, 28900, 29900, 2901",tcp,applications,Command and Conquer Red Alert 3,Portforward
6660,https://www.speedguide.net/port.php?port=6660,6660,tcp,threat,W32.Spybot,Bekkoame
6660,https://www.speedguide.net/port.php?port=6660,6658-6664,"tcp,udp",,Unassigned. Unauthorized Use Known on Port 6659,IANA
6655,https://www.speedguide.net/port.php?port=6655,6655,tcp,trojan,"Aqua trojan

IANA registered for: PC SOFT - Software factory UI/manager.",SG
6655,https://www.speedguide.net/port.php?port=6655,6655,tcp,pcs-sf-ui-man,"PC SOFT - Software factory UI/manager, registered 2010-11-30",IANA
6655,https://www.speedguide.net/port.php?port=6655,6655,udp,,Reserved,IANA
6631,https://www.speedguide.net/port.php?port=6631,6631,tcp,worm,"Backdoor.Sdbot.AG [Symantec-2004-111817-1202-99] (2004.11.18) - network-aware worm with backdoor capabilities that spreads through network shares. Affects all current Windows versions. 



It opens a backdoor by connecting to an IRC server (ronz1.afraid.org or ronz2.afraid.org) on port 6631/tcp.",SG
6631,https://www.speedguide.net/port.php?port=6631,6631,"tcp,udp",threat,Sdbot,Bekkoame
6631,https://www.speedguide.net/port.php?port=6631,6631,"tcp,udp",,"Unassigned, registered 2004-05-28",IANA
6595,https://www.speedguide.net/port.php?port=6595,6595,tcp,applications,"Backdoor.Assasin.C trojan - opens a backdoor on one of the following ports: 5695,6595,6969,27589. Backdoor.Assasin opens port 27589, Backdoor.Assasin.B opens port 6969, Backdoor.Assasin.C opens port 6595, and Backdoor.Assasin.D opens port 5695 to listen for commands from the attacker.",SG
6595,https://www.speedguide.net/port.php?port=6595,6595,"tcp,udp",threat,Assasin,Bekkoame
6595,https://www.speedguide.net/port.php?port=6595,6589-6599,"tcp,udp",,Unassigned,IANA
6588,https://www.speedguide.net/port.php?port=6588,6588,tcp,analogx,"Port used by AnalogX proxy server. Common web proxy server ports: 8080, 80, 3128, 6588



Buffer overflows in AnalogX Proxy before 4.12 allows remote attackers to cause a denial of service and possibly execute arbitrary code via a long HTTP request to TCP port 6588 or a SOCKS 4A request to TCP port 1080 with a long DNS hostname.

References: [CVE-2002-1001] [BID-5139]



Buffer overflow in AnalogX Proxy 4.13 allows remote attackers to execute arbitrary code via a long URL to port 6588.

References: [CVE-2003-0410] [BID-7681]",SG
6588,https://www.speedguide.net/port.php?port=6588,6588,tcp,AnalogX,AnalogX Proxy Server,SANS
6588,https://www.speedguide.net/port.php?port=6588,6588,tcp,analogx,AnalogX HTTP proxy port,Nmap
6588,https://www.speedguide.net/port.php?port=6588,6588,tcp,analogx-proxy,AnalogX Proxy Server,Neophasis
6588,https://www.speedguide.net/port.php?port=6588,6588,"tcp,udp",,Unassigned Unofficial use of port 6588 by AnalogX and Microsoft,Bekkoame
6588,https://www.speedguide.net/port.php?port=6588,6588,"tcp,udp",,Unassigned. Unofficial use of port 6588 by AnalogX and Microsoft,IANA
6565,https://www.speedguide.net/port.php?port=6565,6565,tcp,trojans,"Nemog backdoor - discovered 2004.08.16. A Backdoor Trojan horse that allows an infected computer to be used as an email relay and HTTP proxy, dropped by W32.Mydoom.Q@mm.



It can use one of the following ports: 3306,4242,4661,6565,8080",SG
6565,https://www.speedguide.net/port.php?port=6565,6565,tcp,threat,Nemog,Bekkoame
6565,https://www.speedguide.net/port.php?port=6565,6559-6565,"tcp,udp",,Unassigned,IANA
6564,https://www.speedguide.net/port.php?port=6564,6564,tcp,trojans,"Trojans that use this port: 

Sdbot [Symantec-2004-091515-5411-99] (2004.09.15) - a.k.a IRC-Sdbot, Backdoor.IRC.SdBot

w32/Akbot (2006.05.01) - attempts to join the IRC servers and listens on TCP port 6564",SG
6564,https://www.speedguide.net/port.php?port=6564,6564,"tcp,udp",threat,Sdbot,Bekkoame
6564,https://www.speedguide.net/port.php?port=6564,6559-6565,"tcp,udp",,Unassigned,IANA
6556,https://www.speedguide.net/port.php?port=6556,6556,tcp,multiple,"Check MK Agent uses this port.



check_mk could allow a local attacker to obtain sensitive information, caused by the creation of temporary insecure files by the check_mk_agent/job directory. A local attacker could exploit this vulnerability by creating a symbolic link from a temporary file to the service on port 6556, which could allow the attacker to gain access to files on the system and obtain sensitive information.

References: [XFDB-93520], [CVE-2014-0243], [BID-67674]



W32.Toxbot.C [Symantec-2005-063015-3130-99] (2005.06.30) - worm that opens a backdoor on the compromised computer. Spreads by exploiting common Windows vulnerabilities. Opens and IRC backdoor on port 6556/tcp.

Also: W32.Toxbot.AL [Symantec-2005-100715-4523-99] (2005.10.07).



Malware that uses port 6556/tcp:

AutoSpY trojan

W32.Toxbot",SG
6556,https://www.speedguide.net/port.php?port=6556,6556,tcp,trojan,AutoSpY,Trojans
6556,https://www.speedguide.net/port.php?port=6556,6556,"tcp,udp",threat,W32.Toxbot,Bekkoame
6556,https://www.speedguide.net/port.php?port=6556,6552-6557,"tcp,udp",,Unassigned,IANA
6543,https://www.speedguide.net/port.php?port=6543,6543,tcp,trojans,"W32.Mytob.FO@mm [Symantec-2005-061910-3159-99] (2005.06.19) - mass-mailing worm that attempts to open an IRC backdoor on ports 2094/tcp or 6543/tcp.



Port 6543 (TCP) is Pylons project#Pyramid Default Pylons Pyramid web service port



IANA registered for: lds_distrib (TCP/UDP)",SG
6543,https://www.speedguide.net/port.php?port=6543,6543,udp,applications,Paradigm Research & Development Jetnet default,SG
6543,https://www.speedguide.net/port.php?port=6543,6543,udp,,Paradigm Research & Development Jetnet default (unofficial),Wikipedia
6543,https://www.speedguide.net/port.php?port=6543,6543,tcp,mythtv,mythtv,Nmap
6543,https://www.speedguide.net/port.php?port=6543,6543,"tcp,udp",lds-distrib,"lds_distrib, registered 2003-06",IANA
6542,https://www.speedguide.net/port.php?port=6542,6542,tcp,applications,"The irccd.exe service in EMC Replication Manager Client before 5.3 and NetWorker Module for Microsoft Applications 2.1.x and 2.2.x allows remote attackers to execute arbitrary commands via the RunProgram function to TCP port 6542.

References: [CVE-2011-0647], [BID-46235]



Port is also used by MirrorOp2 (fallback).",SG
6542,https://www.speedguide.net/port.php?port=6542,6516-6542,"tcp,udp",,Unassigned,IANA
6526,https://www.speedguide.net/port.php?port=6526,6526,tcp,trojan,Glacier trojan,SG
6526,https://www.speedguide.net/port.php?port=6526,6526,tcp,trojan,Glacier,Trojans
6526,https://www.speedguide.net/port.php?port=6526,6516-6542,"tcp,udp",,Unassigned,IANA
6499,https://www.speedguide.net/port.php?port=6499,6499,tcp,is411,IS411,Neophasis
6499,https://www.speedguide.net/port.php?port=6499,6499,tcp,threat,Netscape CoolTalk Watchdog,Bekkoame
6499,https://www.speedguide.net/port.php?port=6499,6490-6499,"tcp,udp",,Unassigned,IANA
6430,https://www.speedguide.net/port.php?port=6430,6430,tcp,trojans,Backdoor.Mirab [Symantec-2002-062114-0920-99] (2002.06.21) - remote access trojan. Affects all current Windows versions. It uses port 4912 for direct control and port 6430 for file transfer by default.,SG
6430,https://www.speedguide.net/port.php?port=6430,6430,"tcp,udp",threat,Mirab File Transfer,Bekkoame
6430,https://www.speedguide.net/port.php?port=6430,6422-6431,"tcp,udp",,Unassigned,IANA
6400,https://www.speedguide.net/port.php?port=6400,6400,"tcp,udp",boe-cms,"Business Objects CMS contact port, info-aps, Seagate Crystal Reports



Trojans using this port: APStrojan (TCP), The Thing",SG
